Чайная карта,,
Чай черный,450мл,150р
Чай зеленый,450мл,150р
Фруктовые смеси,450мл,150р
Кофейная карта,,
Эспрессо,40мл,80р
Доппио,80мл,120р
Американо,100мл,100р
Капучино,150мл,150р
Латте,250мл,200р
