Шоты,,
Ангельские сиськи 50мл,"(самбука, бейлис, сироп гренадин)",199р
Слезы Майдана 50мл,"(«Куантро», бренди Арарат 3*, абсент, соус Табаско)",250р
Б-52	60мл,"(калуа, бейлис, куантро)",199р
Облака 60 мл,"(самбука светлая, «Ольмека» серебряная, абсент, бейлис, сироп блю кюрасао)",250р
